Study_number,Authors,Title,Source,Volume,Issue,BP,EP,PubYear,Notes,Citations,DE,DLD,DOI,nonEnglish,Rank,SearchDate,SearchTerm
7983,"Taylor, Benton N.; Strand, Allan E.; Cooper, Emily R.; Beidler, Katilyn V.; Schoenholz, Marcos; Pritchard, Seth G.","Root length, biomass, tissue chemistry and mycorrhizal colonization following 14 years of CO2 enrichment and 6 years of N fertilization in a warm temperate forest",TREE PHYSIOLOGY,34,9,955,965,2014,,2,N,Y,10.1093/treephys/tpu058,N,2,12/24/2015,“soil respiration”
7984,"Tejada, M.; Benitez, C.",EFFECTS OF CRUSHED MAIZE STRAW RESIDUES ON SOIL BIOLOGICAL PROPERTIES AND SOIL RESTORATION,LAND DEGRADATION & DEVELOPMENT,25,5,501,509,2014,,5,,,10.1002/ldr.2316,N,3,12/24/2015,“soil respiration”
7985,"Makita, Naoki; Kosugi, Yoshiko; Kamakura, Mai",Linkages between diurnal patterns of root respiration and leaf photosynthesis in Quercus crispula and Fagus crenata seedlings,JOURNAL OF AGRICULTURAL METEOROLOGY,70,3,151,162,2014,,1,N,Y,10.2480/agrmet.D-14-00006,N,2,12/24/2015,“soil respiration”
7986,"Blum, A.",The Abiotic Stress Response and Adaptation of Triticale - A Review,CEREAL RESEARCH COMMUNICATIONS,42,3,359,375,2014,,1,,,10.1556/CRC.42.2014.3.1,N,4,12/24/2015,“soil respiration”
7987,"Wu, Yibo; Zhang, Jing; Deng, Yongcui; Wu, Jing; Wang, Shiping; Tang, Yanhong; Cui, Xiaoyong","Effects of warming on root diameter, distribution, and longevity in an alpine meadow",PLANT ECOLOGY,215,9,1057,1066,2014,,0,N,Y,10.1007/s11258-014-0364-5,N,2,12/24/2015,“soil respiration”
7988,"Lemaire, Cyril; Schoefs, Olivier; Lamy, Edvina; Pauss, Andre; Mottelet, Stephane",Modeling of an aerobic bioprocess based on gas exchange and dynamics: a novel approach,BIOPROCESS AND BIOSYSTEMS ENGINEERING,37,9,1809,1816,2014,,0,,,10.1007/s00449-014-1157-x,N,4,12/24/2015,“soil respiration”
7989,"Barbosa Borges, Lurdineide de Araujo; Gerosa Ramos, Maria Lucrecia; Vivaldi, Lucio Jose; Fernandes, Paulo Marcal; Madari, Beata Emoeke; Bremm Soares, Rogerio Augusto; Fontoura, Patricia Rezende",IMPACT OF SUGARCANE CULTIVATION ON THE BIOLOGICAL ATTRIBUTES OF AN OXISOL IN THE BRAZILIAN SAVANNAH,BIOSCIENCE JOURNAL,30,5,1459,1473,2014,,0,,,,N,3,12/24/2015,“soil respiration”
7990,"Yang, Dongwei; Zhang, Mingkui",Effects of land-use conversion from paddy field to orchard farm on soil microbial genetic diversity and community structure,EUROPEAN JOURNAL OF SOIL BIOLOGY,64,,30,39,2014,,1,,,10.1016/j.ejsobi.2014.07.003,N,3,12/24/2015,“soil respiration”
7991,"Zhu, Chunmao; Nakayama, Momoko; Inoue, Hisayuki Yoshikawa","Continuous measurement of CO2 flux through the snowpack in a dwarf bamboo ecosystem on Rishiri Island, Hokkaido, Japan",POLAR SCIENCE,8,3,218,231,2014,,2,Y,Y,10.1016/j.polar.2014.04.003,N,1,12/24/2015,“soil respiration”
7992,"Goren, O.; Burg, A.; Gavrieli, I.; Negev, I.; Guttman, J.; Kraitzer, T.; Kloppmann, W.; Lazar, B.","Biogeochemical processes in infiltration basins and their impact on the recharging effluent, the soil aquifer treatment (SAT) system of the Shafdan plant, Israel",APPLIED GEOCHEMISTRY,48,,58,69,2014,,0,,,10.1016/j.apgeochem.2014.06.017,N,4,12/24/2015,“soil respiration”
7993,"Bansal, Sheel; Jochum, Till; Wardle, David A.; Nilsson, Marie-Charlotte",The interactive effects of surface-burn severity and canopy cover on conifer and broadleaf tree seedling ecophysiology,CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,44,9,1032,1041,2014,,0,,,10.1139/cjfr-2014-0112,N,3,12/24/2015,“soil respiration”
7994,"Ivashchenko, K. V.; Ananyeva, N. D.; Vasenev, V. I.; Kudeyarov, V. N.; Valentini, R.",Biomass and respiration activity of soil microorganisms in anthropogenically transformed ecosystems (Moscow region),EURASIAN SOIL SCIENCE,47,9,892,903,2014,,3,N,Y,10.1134/S1064229314090051,N,2,12/24/2015,“soil respiration”
7995,"Giardina, Christian P.; Litton, Creighton M.; Crow, Susan E.; Asner, Gregory P.",Warming-related increases in soil CO2 effux are explained by increased below-ground carbon flux,NATURE CLIMATE CHANGE,4,9,822,827,2014,,7,N,Y,10.1038/NCLIMATE2322,N,2,12/24/2015,“soil respiration”
7996,"Pacaldo, Renato S.; Volk, Timothy A.; Briggs, Russell D.",Carbon Sequestration in Fine Roots and Foliage Biomass Offsets Soil CO2 Effluxes along a 19-year Chronosequence of Shrub Willow (Salix x dasyclados) Biomass Crops,BIOENERGY RESEARCH,7,3,769,776,2014,,2,Y,Y,10.1007/s12155-014-9416-x,N,1,12/24/2015,“soil respiration”
7997,"Wagle, Pradeep; Kakani, Vijaya Gopal",Confounding Effects of Soil Moisture on the Relationship Between Ecosystem Respiration and Soil Temperature in Switchgrass,BIOENERGY RESEARCH,7,3,789,798,2014,,1,N,Y,10.1007/s12155-014-9434-8,N,2,12/24/2015,“soil respiration”
7998,"Khan, Naser; Clark, Ian; Sanchez-Monedero, Miguel A.; Shea, Syd; Meier, Sebastian; Bolan, Nanthi",Maturity indices in co-composting of chicken manure and sawdust with biochar,BIORESOURCE TECHNOLOGY,168,,245,251,2014,,2,,,10.1016/j.biortech.2014.02.123,N,3,12/24/2015,“soil respiration”
7999,"Tripathy, Subhasish; Bhattacharyya, Pradip; Mohapatra, Rama; Som, Anjan; Chowdhury, Doyel",Influence of different fractions of heavy metals on microbial ecophysiological indicators and enzyme activities in century old municipal solid waste amended soil,ECOLOGICAL ENGINEERING,70,,25,34,2014,,2,,,10.1016/j.ecoleng.2014.04.013,N,4,12/24/2015,“soil respiration”
8000,"Ondono, S.; Bastida, F.; Moreno, J. L.",Microbiological and biochemical properties of artificial substrates: A preliminary study of its application as Technosols or as a basis in Green Roof Systems,ECOLOGICAL ENGINEERING,70,,189,199,2014,,1,,,10.1016/j.ecoleng.2014.05.003,N,4,12/24/2015,“soil respiration”
8001,"Ma, Yuteng; Van Dam, Remke L.; Jayawickreme, Dushmantha H.",Soil moisture variability in a temperate deciduous forest: insights from electrical resistivity and throughfall data,ENVIRONMENTAL EARTH SCIENCES,72,5,1367,1381,2014,,3,,,10.1007/s12665-014-3362-y,N,3,12/24/2015,“soil respiration”
8002,"Bhattacharyya, Pradip; Karak, Tanmoy; Chakrabarti, Kalyan; Chakraborty, Asish; Paul, Ranjit Kumar; Tripathi, Sudipta","Did Tsunami tremor jolt microbial biomass and their activities in soils? A case study in Andaman Island, India",ENVIRONMENTAL EARTH SCIENCES,72,5,1443,1452,2014,,0,,,10.1007/s12665-014-3049-4,N,3,12/24/2015,“soil respiration”
8003,"Tas, Neslihan; Prestat, Emmanuel; McFarland, Jack W.; Wickland, Kimberley P.; Knight, Rob; Berhe, Asmeret Asefaw; Jorgenson, Torre; Waldrop, Mark P.; Jansson, Janet K.",Impact of fire on active layer and permafrost microbial communities and metagenomes in an upland Alaskan boreal forest,ISME JOURNAL,8,9,1904,1919,2014,,9,N,Y,10.1038/ismej.2014.36,N,2,12/24/2015,“soil respiration”
8004,"Stursova, Martina; Snajdr, Jaroslav; Cajthaml, Tomas; Barta, Jiri; Santruckova, Hana; Baldrian, Petr",When the forest dies: the response of forest soil fungi to a bark beetle-induced tree dieback,ISME JOURNAL,8,9,1920,1931,2014,,5,,,10.1038/ismej.2014.37,N,3,12/24/2015,“soil respiration”
8005,"Li, H. Q.; Zhang, F. W.; L, Y. N., I; Cao, G. M.; Zhao, L.; Zhao, X. Q.","Seasonal and interannual variations of ecosystem photosynthetic features in an alpine dwarf shrubland on the Qinghai-Tibetan Plateau, China",PHOTOSYNTHETICA,52,3,321,331,2014,,0,,,10.1007/s11099-014-0035-8,N,3,12/24/2015,“soil respiration”
8006,"San Jose, J.; Montes, R.; Nikonova, N.; Grace, J.; Buendia, C.","Effect of the replacement of a native savanna by an African Brachiaria decumbens pasture on the CO2 exchange in the Orinoco lowlands, Venezuela",PHOTOSYNTHETICA,52,3,358,370,2014,,0,N,Y,10.1007/s11099-014-0039-4,N,1,12/24/2015,“soil respiration”
8007,"Huang, Zhiqun; Yu, Zaipeng; Wang, Minghuang",Environmental controls and the influence of tree species on temporal variation in soil respiration in subtropical China,PLANT AND SOIL,382,02-Jan,75,87,2014,,0,Y,Y,10.1007/s11104-014-2141-6,N,1,12/24/2015,“soil respiration”
8008,"Thurgood, Alice; Singh, Balwant; Jones, Edward; Barbour, Margaret M.",Temperature sensitivity of soil and root respiration in contrasting soils,PLANT AND SOIL,382,02-Jan,253,267,2014,,0,N,Y,10.1007/s11104-014-2159-9,N,2,12/24/2015,“soil respiration”
8009,"Gonzalez-Meler, Miquel A.; Rucks, Jessica S.; Aubanell, Gerard",Mechanistic insights on the responses of plant and ecosystem gas exchange to global environmental change: Lessons from Biosphere. 2,PLANT SCIENCE,226,,14,21,2014,,2,,,10.1016/j.plantsci.2014.05.002,N,4,12/24/2015,“soil respiration”
8010,"Irigoyen, J. J.; Goicoechea, N.; Antolin, M. C.; Pascual, I.; Sanchez-Diaz, M.; Aguirreolea, J.; Morales, F.","Growth, photosynthetic acclimation and yield quality in legumes under climate change simulations: An updated survey",PLANT SCIENCE,226,,22,29,2014,,3,,,10.1016/j.plantsci.2014.05.008,N,3,12/24/2015,“soil respiration”
8011,"Ogaya, Roma; Llusia, Joan; Barbeta, Adria; Asensio, Dolores; Liu, Daijun; Arturo Alessio, Giorgio; Penuelas, Josep",Foliar CO2 in a holm oak forest subjected to 15 years of climate change simulation,PLANT SCIENCE,226,,101,107,2014,,1,,,10.1016/j.plantsci.2014.06.010,N,3,12/24/2015,“soil respiration”
8012,"Cui, S.; Zhu, X.; Wang, S.; Zhang, Z.; Xu, B.; Luo, C.; Zhao, L.; Zhao, X.",Effects of seasonal grazing on soil respiration in alpine meadow on the Tibetan plateau,SOIL USE AND MANAGEMENT,30,3,435,443,2014,,1,Y,Y,10.1111/sum.12125,N,1,12/24/2015,“soil respiration”
8013,"Ward, Charles; Pothier, David; Pare, David",Do Boreal Forests Need Fire Disturbance to Maintain Productivity?,ECOSYSTEMS,17,6,1053,1067,2014,,3,,,10.1007/s10021-014-9782-4,N,3,12/24/2015,“soil respiration”
8014,"Cheng, Jinjin; Song, Jing; Ding, Changfeng; Li, Xiaogang; Wang, Xingxiang",ECOTOXICITY OF BENZO[a]PYRENE ASSESSED BY SOIL MICROBIAL INDICATORS,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,33,9,1930,1936,2014,,2,,,10.1002/etc.2637,N,4,12/24/2015,“soil respiration”
8015,"Kenny, Adam J.; Wolt, Jeffrey D.","ACTIVITY AND ECOLOGICAL IMPLICATIONS OF MAIZE-EXPRESSED TRANSGENIC ENDO-1,4-beta-D-GLUCANASE IN AGRICULTURAL SOILS",ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,33,9,1996,2003,2014,,0,,,10.1002/etc.2645,N,4,12/24/2015,“soil respiration”
8016,"Li, Xianghui; Jenkyns, Hugh C.; Zhang, Chaokai; Wang, Yin; Liu, Ling; Cao, Ke",Carbon isotope signatures of pedogenic carbonates from SE China: rapid atmospheric pCO(2) changes during middle-late Early Cretaceous time,GEOLOGICAL MAGAZINE,151,5,830,849,2014,,5,,,10.1017/S0016756813000897,N,3,12/24/2015,“soil respiration”
8017,"Pacaldo, Renato S.; Volk, Timothy A.; Briggs, Russell D.; Abrahamson, Lawrence P.; Bevilacqua, Eddie; Fabio, Eric S.","Soil CO2 effluxes, temporal and spatial variations, and root respiration in shrub willow biomass crops fields along a 19-year chronosequence as affected by regrowth and removal treatments",GLOBAL CHANGE BIOLOGY BIOENERGY,6,5,488,498,2014,,1,Y,Y,10.1111/gcbb.12108,N,1,12/24/2015,“soil respiration”
8018,"Song, Xinzhang; Peng, Changhui; Zhao, Zhengyong; Zhang, Zhiting; Guo, Baohua; Wang, Weifeng; Jiang, Hong; Zhu, Qiuan",Quantification of soil respiration in forest ecosystems across China,ATMOSPHERIC ENVIRONMENT,94,,546,551,2014,,1,N,Y,10.1016/j.atmosenv.2014.05.071,N,1,12/24/2015,“soil respiration”
8019,"Briones, Maria Jesus I.; McNamara, Niall P.; Poskitt, Jan; Crow, Susan E.; Ostle, Nicholas J.",Interactive biotic and abiotic regulators of soil carbon cycling: evidence from controlled climate experiments on peatland and boreal soils,GLOBAL CHANGE BIOLOGY,20,9,2971,2982,2014,,2,,,10.1111/gcb.12585,N,3,12/24/2015,“soil respiration”
8020,"Jerome, Elisabeth; Beckers, Yves; Bodson, Bernard; Heinesch, Bernard; Moureaux, Christine; Aubinet, Marc",Impact of grazing on carbon dioxide exchanges in an intensively managed Belgian grassland,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,194,,7,16,2014,,2,N,Y,10.1016/j.agee.2014.04.021,N,2,12/24/2015,“soil respiration”
8021,"Gougoulias, Christos; Clark, Joanna M.; Shaw, Liz J.",The role of soil microbes in the global carbon cycle: tracking the below-ground microbial processing of plant-derived carbon for manipulating carbon dynamics in agricultural systems,JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,94,12,2362,2371,2014,,1,,,10.1002/jsfa.6577,N,3,12/24/2015,“soil respiration”
8022,"Rosenfeld, Carla E.; McCormack, M. Luke; Martinez, Carmen E.",A novel approach to study composition of in situ produced root-derived dissolved organic matter,SOIL BIOLOGY & BIOCHEMISTRY,76,,1,4,2014,,0,,,10.1016/j.soilbio.2014.04.026,N,3,12/24/2015,“soil respiration”
8023,"Lu, Weiwei; Ding, Weixin; Zhang, Junhua; Li, Yi; Luo, Jiafa; Bolan, Nanthi; Xie, Zubin",Biochar suppressed the decomposition of organic carbon in a cultivated sandy loam soil: A negative priming effect,SOIL BIOLOGY & BIOCHEMISTRY,76,,12,21,2014,,6,,,10.1016/j.soilbio.2014.04.029,N,3,12/24/2015,“soil respiration”
8024,"Hopkins, Francesca M.; Filley, Timothy R.; Gleixner, Gerd; Lange, Markus; Top, Sara M.; Trumbore, Susan E.",Increased belowground carbon inputs and warming promote loss of soil organic carbon through complementary microbial responses,SOIL BIOLOGY & BIOCHEMISTRY,76,,57,69,2014,,6,,,10.1016/j.soilbio.2014.04.028,N,3,12/24/2015,“soil respiration”
8025,"Bastida, Felipe; Jehmlich, Nico; Ondono, Sara; von Bergen, Martin; Garcia, Carlos; Moreno, Jose L.",Characterization of the microbial community in biological soil crusts dominated by Fulgensia desertorum (Tomin) Poelt and Squamarina cartilaginea (With.) P. James and in the underlying soil,SOIL BIOLOGY & BIOCHEMISTRY,76,,70,79,2014,,2,,,10.1016/j.soilbio.2014.05.004,N,3,12/24/2015,“soil respiration”
8026,"Birgander, Johanna; Rousk, Johannes; Olsson, Pal Axel",Comparison of fertility and seasonal effects on grassland microbial communities,SOIL BIOLOGY & BIOCHEMISTRY,76,,80,89,2014,,2,,,10.1016/j.soilbio.2014.05.007,N,3,12/24/2015,“soil respiration”
8027,"David, J. F.",The role of litter-feeding macroarthropods in decomposition processes: A reappraisal of common views,SOIL BIOLOGY & BIOCHEMISTRY,76,,109,118,2014,,5,,,10.1016/j.soilbio.2014.05.009,N,4,12/24/2015,“soil respiration”
8028,"Zhu, Biao; Gutknecht, Jessica L. M.; Herman, Donald J.; Keck, Daniel C.; Firestone, Mary K.; Cheng, Weixin",Rhizosphere priming effects on soil carbon and nitrogen mineralization,SOIL BIOLOGY & BIOCHEMISTRY,76,,183,192,2014,,7,,,10.1016/j.soilbio.2014.04.033,N,3,12/24/2015,“soil respiration”
8029,"Min, Kyungjin; Lehmeier, Christoph A.; Ballantyne, Ford; Tatarko, Anna; Billings, Sharon A.",Differential effects of pH on temperature sensitivity of organic carbon and nitrogen decay,SOIL BIOLOGY & BIOCHEMISTRY,76,,193,200,2014,,3,,,10.1016/j.soilbio.2014.05.021,N,3,12/24/2015,“soil respiration”
8030,"Gao, Qiang; Hasselquist, Niles J.; Palmroth, Sari; Zheng, Zemei; You, Wenhui",Short-term response of soil respiration to nitrogen fertilization in a subtropical evergreen forest,SOIL BIOLOGY & BIOCHEMISTRY,76,,297,300,2014,,1,Y,Y,10.1016/j.soilbio.2014.04.020,N,2,12/24/2015,“soil respiration”
8031,"Sun, Long; Hu, Tongxin; Kim, Ji Hong; Guo, Futao; Song, Hong; Lv, Xinshuang; Hu, Haiqing","The effect of fire disturbance on short-term soil respiration in typical forest of Greater Xing'an Range, China",JOURNAL OF FORESTRY RESEARCH,25,3,613,620,2014,,0,Y,Y,10.1007/s11676-014-0499-1,N,2,12/24/2015,“soil respiration”
8032,"Yu, Shebao; Wang, Dan; Dai, Wei; Li, Ping",Soil carbon budget in different-aged Chinese fir plantations in south China,JOURNAL OF FORESTRY RESEARCH,25,3,621,626,2014,,0,Y,Y,10.1007/s11676-014-0500-z,N,2,12/24/2015,“soil respiration”
8033,"Chirinda, Ngonidzashe; Elsgaard, Lars; Thomsen, Ingrid K.; Heckrath, Goswin; Olesen, Jorgen E.",Carbon dynamics in topsoil and subsoil along a cultivated toposequence,CATENA,120,,20,28,2014,,1,Y,Y,10.1016/j.catena.2014.03.014,N,2,12/24/2015,“soil respiration”
8034,"Silva, Irene Ferro; de Araujo Neto, Sebastiao Elviro; Kusdra, Jorge Ferreira","Biological activity of soils under systems of organic farming, agroforestry and pasture in the Amazon",REVISTA CIENCIA AGRONOMICA,45,3,427,432,2014,,0,N,Y,,N,2,12/24/2015,“soil respiration”
8035,"Dupae, Joke; Bohler, Sacha; Noben, Jean-Paul; Carpentier, Sebastien; Vangronsveld, Jaco; Cuypers, Ann",Problems inherent to a meta-analysis of proteomics data: A case study on the plants' response to Cd in different cultivation conditions,JOURNAL OF PROTEOMICS,108,,30,54,2014,,4,,,10.1016/j.jprot.2014.04.029,N,4,12/24/2015,“soil respiration”
8036,"Montecchio, Lucio; Scattolin, Linda; Squartini, Andrea; Butt, Kevin Richard",Potential spread of forest soil-borne fungi through earthworm consumption and casting,IFOREST-BIOGEOSCIENCES AND FORESTRY,8,,295,301,2014,,0,,,10.3832/ifor1217-008,N,4,12/24/2015,“soil respiration”
8037,"Huang, Ni; Wang, Li; Guo, Yiqiang; Hao, Pengyu; Niu, Zheng",Modeling Spatial Patterns of Soil Respiration in Maize Fields from Vegetation and Soil Property Factors with the Use of Remote Sensing and Geographical Information System,PLOS ONE,9,8,,,2014,,1,N,Y,10.1371/journal.pone.0105150,N,1,12/24/2015,“soil respiration”
8038,"Lauter, Adrienne N. Moran; Peiffer, Gregory A.; Yin, Tengfei; Whitham, Steven A.; Cook, Dianne; Shoemaker, Randy C.; Graham, Michelle A.",Identification of candidate genes involved in early iron deficiency chlorosis signaling in soybean (Glycine max) roots and leaves,BMC GENOMICS,15,,,,2014,,3,,,10.1186/1471-2164-15-702,N,4,12/24/2015,“soil respiration”
8039,"Cory, Rose M.; Ward, Collin P.; Crump, Byron C.; Kling, George W.",Sunlight controls water column processing of carbon in arctic fresh waters,SCIENCE,345,6199,925,928,2014,,19,,,10.1126/science.1253119,N,4,12/24/2015,“soil respiration”
8040,"Ryder, Elizabeth; de Eyto, Elvira; Dillane, Mary; Poole, Russell; Jennings, Eleanor",Identifying the role of environmental drivers in organic carbon export from a forested peat catchment,SCIENCE OF THE TOTAL ENVIRONMENT,490,,28,36,2014,,2,,,10.1016/j.scitotenv.2014.04.091,N,3,12/24/2015,“soil respiration”
8041,"Kukumaegi, Mai; Ostonen, Ivika; Kupper, Priit; Truu, Marika; Tulva, Ingmar; Varik, Mats; Aosaar, Juergen; Sober, Jaak; Lohmus, Krista",The effects of elevated atmospheric humidity on soil respiration components in a young silver birch forest,AGRICULTURAL AND FOREST METEOROLOGY,194,,167,174,2014,,5,Y,Y,10.1016/j.agrformet.2014.04.003,N,2,12/24/2015,“soil respiration”
8042,"Hu, Zhenhong; He, Zongming; Huang, Zhiqun; Fan, Shaohui; Yu, Zaipeng; Wang, Minhuang; Zhou, Xuhui; Fang, Changming",Effects of harvest residue management on soil carbon and nitrogen processes in a Chinese fir plantation,FOREST ECOLOGY AND MANAGEMENT,326,,163,170,2014,,1,Y,Y,10.1016/j.foreco.2014.04.023,N,2,12/24/2015,“soil respiration”
8043,"Yan, Liming; Chen, Shiping; Xia, Jianyang; Luo, Yiqi",Precipitation Regime Shift Enhanced the Rain Pulse Effect on Soil Respiration in a Semi-Arid Steppe,PLOS ONE,9,8,,,2014,,3,Y,Y,10.1371/journal.pone.0104217,N,1,12/24/2015,“soil respiration”
8044,"Fantke, Peter; Gillespie, Brenda W.; Juraske, Ronnie; Jolliet, Olivier",Estimating Half-Lives for Pesticide Dissipation from Plants,ENVIRONMENTAL SCIENCE & TECHNOLOGY,48,15,8588,8602,2014,,4,,,10.1021/es500434p,N,4,12/24/2015,“soil respiration”
8045,"Berney, Michael; Greening, Chris; Conrad, Ralf; Jacobs, William R., Jr.; Cook, Gregory M.",An obligately aerobic soil bacterium activates fermentative hydrogen production to survive reductive stress during hypoxia,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,111,31,11479,11484,2014,,4,,,10.1073/pnas.1407034111,N,4,12/24/2015,“soil respiration”
